Station,Time,水质类别,Temp,pH,DO,EC,Turbidity,CODMn,NH3N,TP,TN,叶绿素α(mg/L),Cell,Date
锡东水厂,2022-04-04 04:00:00,Ⅲ,14.6,8.5,10.83,421.3,70.8,2.63,0.025,0.032,1.08,0.051,8898360.0,2022-04-04
锡东水厂,2022-04-04 08:00:00,Ⅲ,14.4,8.46,10.67,421.6,70.8,2.56,0.025,0.031,1.05,0.054,10651790.0,2022-04-04
锡东水厂,2022-04-04 12:00:00,Ⅲ,14.8,8.48,10.76,422.0,75.9,2.64,0.025,0.032,1.08,0.062,10705850.0,2022-04-04
锡东水厂,2022-04-04 20:00:00,Ⅲ,16.2,8.66,11.28,413.6,75.2,2.58,0.025,0.031,1.0,0.083,11861290.0,2022-04-04
锡东水厂,2022-04-05 00:00:00,Ⅲ,15.5,8.57,10.65,415.6,73.0,2.58,0.025,0.033,0.99,0.087,13011830.0,2022-04-05
锡东水厂,2022-04-05 04:00:00,Ⅲ,15.3,8.52,10.46,415.9,80.0,2.51,0.025,0.033,0.97,0.092,14395980.0,2022-04-05
锡东水厂,2022-04-05 08:00:00,Ⅲ,15.1,8.47,10.25,416.4,74.7,2.42,0.025,0.033,0.97,0.093,13009360.0,2022-04-05
锡东水厂,2022-04-05 16:00:00,Ⅲ,15.5,8.62,10.58,417.6,55.2,2.37,0.025,0.03,0.91,0.007,1478980.0,2022-04-05
锡东水厂,2022-04-05 20:00:00,Ⅲ,15.6,8.72,11.07,416.7,57.4,2.45,0.025,0.03,0.94,0.005,1243140.0,2022-04-05
锡东水厂,2022-04-06 00:00:00,Ⅲ,15.4,8.67,10.95,415.6,73.4,2.49,0.025,0.034,0.96,0.005,1328600.0,2022-04-06
锡东水厂,2022-04-06 04:00:00,Ⅲ,15.2,8.6,10.57,416.7,78.1,2.55,0.025,0.034,0.99,0.005,1399890.0,2022-04-06
锡东水厂,2022-04-06 08:00:00,Ⅲ,15.2,8.62,10.65,415.4,59.8,2.32,0.025,0.035,1.01,0.003,1138320.0,2022-04-06
锡东水厂,2022-04-06 12:00:00,Ⅲ,15.7,8.62,10.62,415.9,65.3,2.44,0.025,0.036,1.0,0.005,1367190.0,2022-04-06
锡东水厂,2022-04-06 20:00:00,Ⅲ,17.0,8.58,10.37,414.4,55.2,2.33,0.025,0.03,0.92,0.003,752200.0,2022-04-06
锡东水厂,2022-04-07 04:00:00,Ⅲ,16.6,8.57,10.34,413.2,55.4,2.31,0.025,0.031,0.89,0.004,1073000.0,2022-04-07
锡东水厂,2022-04-07 08:00:00,Ⅲ,16.6,8.53,10.21,413.6,58.0,2.22,0.025,0.032,0.94,0.004,1050910.0,2022-04-07
锡东水厂,2022-04-07 12:00:00,Ⅲ,17.3,8.53,10.2,411.5,61.4,2.25,0.025,0.03,0.94,0.004,784680.0,2022-04-07
锡东水厂,2022-04-07 16:00:00,Ⅲ,18.0,8.53,10.17,412.8,60.2,2.26,0.025,0.031,0.9,0.005,571520.0,2022-04-07
锡东水厂,2022-04-07 20:00:00,Ⅲ,18.9,8.59,10.58,405.0,60.4,2.24,0.025,0.03,0.92,0.003,520390.0,2022-04-07
锡东水厂,2022-04-08 00:00:00,Ⅲ,18.4,8.48,10.02,406.0,59.6,2.26,0.025,0.028,1.0,0.003,681300.0,2022-04-08
锡东水厂,2022-04-08 04:00:00,Ⅲ,18.1,8.26,9.18,407.0,57.6,2.13,0.031,0.026,0.91,0.002,516440.0,2022-04-08
锡东水厂,2022-04-08 08:00:00,Ⅲ,18.1,8.5,10.13,400.3,62.2,2.21,0.025,0.031,0.9,0.003,850870.0,2022-04-08
锡东水厂,2022-04-08 12:00:00,Ⅲ,18.6,8.51,10.01,406.0,66.7,2.26,0.025,0.031,0.92,0.005,971500.0,2022-04-08
锡东水厂,2022-04-08 16:00:00,Ⅲ,19.1,8.47,9.8,402.5,69.0,2.3,0.025,0.03,0.95,0.009,1547330.0,2022-04-08
锡东水厂,2022-04-08 20:00:00,Ⅲ,20.0,8.47,9.62,402.9,66.2,2.25,0.025,0.029,0.96,0.008,1247170.0,2022-04-08
锡东水厂,2022-04-09 00:00:00,Ⅲ,19.9,8.55,9.92,400.4,62.4,2.31,0.025,0.028,0.89,0.004,566730.0,2022-04-09
锡东水厂,2022-04-09 04:00:00,Ⅲ,19.2,8.55,9.77,401.5,64.2,2.27,0.025,0.026,0.89,0.005,970440.0,2022-04-09
锡东水厂,2022-04-09 08:00:00,Ⅲ,19.0,8.53,9.7,402.8,65.5,2.18,0.025,0.031,0.87,0.006,1588200.0,2022-04-09
锡东水厂,2022-04-09 16:00:00,Ⅲ,20.8,8.64,9.97,404.1,67.1,2.2,0.025,0.029,0.85,0.009,1712610.0,2022-04-09
锡东水厂,2022-04-09 20:00:00,Ⅲ,21.0,8.6,9.6,404.4,65.8,2.21,0.025,0.031,0.84,0.009,1818250.0,2022-04-09
锡东水厂,2022-04-10 00:00:00,Ⅲ,20.5,8.52,9.22,406.0,69.1,2.22,0.025,0.029,0.85,0.008,1317020.0,2022-04-10
锡东水厂,2022-04-10 04:00:00,Ⅲ,20.2,8.46,8.9,407.5,68.9,2.19,0.025,0.03,0.87,0.007,1674590.0,2022-04-10
锡东水厂,2022-04-10 12:00:00,Ⅲ,20.1,8.55,9.23,408.1,71.2,2.24,0.025,0.028,0.86,0.013,3499560.0,2022-04-10
锡东水厂,2022-04-10 16:00:00,Ⅲ,21.6,8.53,9.13,408.8,72.5,2.31,0.025,0.03,0.83,0.015,56692460.0,2022-04-10
锡东水厂,2022-04-10 20:00:00,Ⅲ,21.0,8.57,9.28,409.8,73.4,2.32,0.025,0.031,0.85,0.012,4980040.0,2022-04-10
锡东水厂,2022-04-11 00:00:00,Ⅲ,20.9,8.29,8.27,409.7,64.7,2.24,0.025,0.027,0.83,0.01,2971160.0,2022-04-11
锡东水厂,2022-04-11 04:00:00,Ⅲ,21.1,8.49,8.82,411.8,65.4,2.25,0.025,0.029,0.8,0.016,4052130.0,2022-04-11
锡东水厂,2022-04-11 08:00:00,Ⅲ,21.0,8.53,9.01,410.8,65.4,2.31,0.025,0.031,0.78,0.01,23020410.0,2022-04-11
锡东水厂,2022-04-11 12:00:00,Ⅲ,21.8,8.64,9.53,410.3,67.8,2.26,0.025,0.027,0.76,0.036,6956370.0,2022-04-11
锡东水厂,2022-04-11 20:00:00,Ⅲ,22.4,8.61,9.42,411.1,107.8,2.32,0.025,0.03,0.79,0.008,49190.0,2022-04-11
锡东水厂,2022-04-12 00:00:00,Ⅲ,21.7,8.56,9.21,413.8,75.7,2.31,0.025,0.027,0.77,0.007,99760.0,2022-04-12
锡东水厂,2022-04-12 04:00:00,Ⅲ,21.8,8.49,8.89,417.2,71.5,2.24,0.025,0.027,0.76,0.006,39920.0,2022-04-12
锡东水厂,2022-04-12 20:00:00,Ⅲ,23.8,8.49,8.97,426.6,38.8,2.36,0.025,0.034,0.86,0.005,1171700.0,2022-04-12
锡东水厂,2022-04-13 00:00:00,Ⅲ,22.9,8.45,8.59,424.2,44.0,2.56,0.025,0.034,0.87,0.005,1428360.0,2022-04-13
锡东水厂,2022-04-13 04:00:00,Ⅲ,21.9,8.38,8.41,423.9,43.8,2.45,0.025,0.033,0.84,0.005,1694730.0,2022-04-13
锡东水厂,2022-04-13 08:00:00,Ⅲ,21.2,8.28,8.02,426.9,46.8,2.42,0.025,0.033,0.89,0.004,1729840.0,2022-04-13
锡东水厂,2022-04-13 12:00:00,Ⅲ,20.7,8.25,8.28,423.3,42.6,2.44,0.025,0.033,0.82,0.005,1946820.0,2022-04-13
锡东水厂,2022-04-13 16:00:00,Ⅲ,19.9,8.22,8.35,424.8,51.9,2.62,0.026,0.035,0.9,0.006,2388850.0,2022-04-13
锡东水厂,2022-04-13 20:00:00,Ⅲ,19.3,8.19,8.58,420.6,50.4,2.55,0.025,0.033,0.9,0.006,2282610.0,2022-04-13
锡东水厂,2022-04-14 00:00:00,Ⅲ,18.7,8.16,8.71,414.7,50.5,2.5,0.025,0.034,0.88,0.007,2549710.0,2022-04-14
锡东水厂,2022-04-14 04:00:00,Ⅲ,18.2,8.13,8.66,415.0,50.1,2.5,0.025,0.035,0.9,0.006,2550900.0,2022-04-14
锡东水厂,2022-04-14 08:00:00,Ⅲ,17.9,8.05,8.54,415.5,47.7,2.32,0.034,0.034,0.87,0.005,2485250.0,2022-04-14
锡东水厂,2022-04-14 12:00:00,Ⅲ,17.9,8.14,8.91,418.7,45.0,2.38,0.025,0.032,0.87,0.006,2646950.0,2022-04-14
锡东水厂,2022-04-14 16:00:00,Ⅲ,17.9,8.2,9.07,418.5,48.0,2.44,0.025,0.035,0.9,0.006,2702760.0,2022-04-14
锡东水厂,2022-04-15 04:00:00,,17.1,8.11,8.83,416.2,41.2,,0.032,0.034,0.84,0.007,2726150.0,2022-04-15
锡东水厂,2022-04-15 12:00:00,,17.2,8.11,9.23,427.7,49.4,,0.055,0.036,1.03,0.005,2651030.0,2022-04-15
锡东水厂,2022-04-15 16:00:00,Ⅲ,17.5,8.18,9.53,429.2,46.6,2.45,0.051,0.036,1.06,0.005,2760560.0,2022-04-15
锡东水厂,2022-04-15 20:00:00,Ⅲ,17.2,8.18,9.5,426.6,47.2,2.57,0.051,0.035,1.05,0.005,2698340.0,2022-04-15
锡东水厂,2022-04-16 04:00:00,Ⅲ,16.5,8.05,9.23,426.4,45.6,2.49,0.037,0.036,1.1,0.003,2408760.0,2022-04-16
锡东水厂,2022-04-16 08:00:00,Ⅲ,16.4,8.07,9.14,427.0,45.6,2.44,0.04,0.036,1.11,0.004,2537810.0,2022-04-16
锡东水厂,2022-04-16 12:00:00,Ⅲ,16.8,8.22,9.84,427.4,42.2,2.44,0.025,0.032,1.09,0.006,2963690.0,2022-04-16
锡东水厂,2022-04-16 16:00:00,Ⅲ,17.6,8.41,10.23,428.3,39.2,2.5,0.025,0.031,1.07,0.008,2991230.0,2022-04-16
锡东水厂,2022-04-16 20:00:00,Ⅲ,17.5,8.5,10.59,428.8,42.7,2.62,0.025,0.034,1.12,0.008,2932050.0,2022-04-16
锡东水厂,2022-04-17 12:00:00,Ⅲ,17.0,8.5,10.53,435.3,51.0,2.69,0.025,0.037,1.24,0.01,3829870.0,2022-04-17
锡东水厂,2022-04-17 20:00:00,Ⅲ,17.8,8.67,11.05,429.3,42.6,2.68,0.025,0.034,1.2,0.011,3576760.0,2022-04-17
锡东水厂,2022-04-18 00:00:00,Ⅲ,17.5,8.58,10.64,431.3,48.4,2.79,0.025,0.035,1.21,0.011,3738160.0,2022-04-18
锡东水厂,2022-04-18 08:00:00,Ⅲ,17.2,8.46,10.06,432.2,46.1,2.69,0.025,0.036,1.18,0.011,3871400.0,2022-04-18
锡东水厂,2022-04-18 12:00:00,Ⅲ,17.6,8.59,10.81,428.9,48.0,2.69,0.025,0.035,1.2,0.014,4090670.0,2022-04-18
锡东水厂,2022-04-18 16:00:00,Ⅲ,18.5,8.73,11.54,422.5,44.3,2.74,0.025,0.032,1.12,0.017,4260540.0,2022-04-18
锡东水厂,2022-04-18 20:00:00,Ⅲ,18.5,8.77,11.44,422.9,48.6,2.7,0.025,0.034,1.11,0.017,4620240.0,2022-04-18
锡东水厂,2022-04-19 04:00:00,Ⅲ,18.0,8.65,10.76,424.0,45.8,2.68,0.025,0.033,1.13,0.018,4556910.0,2022-04-19
锡东水厂,2022-04-19 08:00:00,Ⅲ,18.0,8.61,10.66,420.5,45.0,2.56,0.025,0.034,1.08,0.017,4587940.0,2022-04-19
锡东水厂,2022-04-19 12:00:00,Ⅲ,18.7,8.66,10.99,419.7,49.2,2.63,0.025,0.034,1.1,0.018,4657460.0,2022-04-19
锡东水厂,2022-04-19 16:00:00,Ⅲ,19.7,8.75,11.34,414.9,46.4,2.61,0.025,0.033,1.06,0.019,4959340.0,2022-04-19
锡东水厂,2022-04-19 20:00:00,,19.6,8.72,11.04,412.6,46.6,,0.025,0.033,1.04,0.02,5002160.0,2022-04-19
锡东水厂,2022-04-20 04:00:00,Ⅲ,19.0,8.61,10.36,411.6,43.1,2.5,0.025,0.029,0.98,0.018,5284420.0,2022-04-20
锡东水厂,2022-04-20 08:00:00,Ⅲ,19.0,8.6,10.35,411.6,42.8,2.45,0.025,0.033,0.98,0.02,5789340.0,2022-04-20
锡东水厂,2022-04-20 12:00:00,Ⅲ,19.9,8.63,10.54,411.4,39.4,2.44,0.025,0.03,0.96,0.018,5385060.0,2022-04-20
锡东水厂,2022-04-20 16:00:00,Ⅲ,21.3,8.74,11.03,410.3,35.8,2.44,0.025,0.029,0.93,0.022,10818110.0,2022-04-20
锡东水厂,2022-04-20 20:00:00,Ⅲ,20.7,8.7,10.78,411.0,38.0,2.45,0.025,0.031,0.95,0.025,5925430.0,2022-04-20
锡东水厂,2022-04-21 04:00:00,Ⅲ,19.8,8.6,9.96,409.5,44.3,2.45,0.025,0.031,0.96,0.03,7576790.0,2022-04-21
锡东水厂,2022-04-21 08:00:00,Ⅲ,19.8,8.57,9.76,409.6,48.8,2.39,0.025,0.034,0.97,0.031,8717630.0,2022-04-21
锡东水厂,2022-04-21 12:00:00,Ⅲ,20.4,8.62,10.04,410.5,49.3,2.56,0.025,0.034,0.99,0.011,2883280.0,2022-04-21
锡东水厂,2022-04-21 16:00:00,Ⅲ,21.2,8.72,10.58,410.6,44.1,2.5,0.025,0.032,0.97,0.008,1839480.0,2022-04-21
锡东水厂,2022-04-21 20:00:00,Ⅲ,21.7,8.75,10.61,411.6,39.8,2.44,0.025,0.031,0.92,0.012,2431430.0,2022-04-21
锡东水厂,2022-04-22 04:00:00,Ⅲ,21.0,8.56,9.53,419.0,50.7,2.56,0.025,0.035,1.07,0.012,3055150.0,2022-04-22
锡东水厂,2022-04-22 08:00:00,Ⅲ,21.0,8.57,9.53,420.1,45.3,2.45,0.025,0.033,1.05,0.006,2109680.0,2022-04-22
锡东水厂,2022-04-22 12:00:00,Ⅲ,22.0,8.62,9.53,421.3,41.1,2.54,0.025,0.031,1.01,0.006,1944930.0,2022-04-22
锡东水厂,2022-04-22 16:00:00,Ⅲ,22.5,8.72,10.12,420.3,49.4,2.62,0.025,0.032,1.0,0.007,2161160.0,2022-04-22
锡东水厂,2022-04-22 20:00:00,Ⅲ,22.9,8.67,9.84,425.0,44.2,2.55,0.025,0.032,1.07,0.002,861730.0,2022-04-22
锡东水厂,2022-04-23 04:00:00,Ⅲ,21.8,8.6,9.22,422.0,56.7,2.7,0.025,0.033,1.06,0.01,3997610.0,2022-04-23
锡东水厂,2022-04-23 08:00:00,Ⅲ,21.5,8.56,9.04,421.7,53.8,2.58,0.025,0.037,1.05,0.01,4105190.0,2022-04-23
锡东水厂,2022-04-23 12:00:00,Ⅲ,21.5,8.57,8.94,422.3,51.4,2.61,0.025,0.034,1.04,0.011,5456850.0,2022-04-23
锡东水厂,2022-04-23 16:00:00,Ⅲ,21.7,8.64,9.44,421.4,47.8,2.68,0.025,0.035,1.03,0.01,6014640.0,2022-04-23
锡东水厂,2022-04-23 20:00:00,Ⅲ,21.9,8.67,9.51,422.1,59.4,2.56,0.025,0.031,1.0,0.012,6902820.0,2022-04-23
锡东水厂,2022-04-24 00:00:00,Ⅲ,21.6,8.61,8.97,421.8,48.7,2.61,0.025,0.033,1.04,0.013,7404910.0,2022-04-24
锡东水厂,2022-04-24 08:00:00,Ⅲ,21.3,8.51,8.47,421.6,54.9,2.56,0.025,0.035,1.02,0.014,9551720.0,2022-04-24
锡东水厂,2022-04-24 12:00:00,Ⅲ,21.6,8.56,8.74,420.6,51.4,2.61,0.025,0.035,1.0,0.017,11346550.0,2022-04-24
锡东水厂,2022-04-24 16:00:00,Ⅲ,22.5,8.58,8.99,423.9,50.9,2.62,0.025,0.035,1.05,0.019,11713470.0,2022-04-24
锡东水厂,2022-04-25 04:00:00,,22.0,8.42,8.08,427.2,58.0,,0.025,0.034,1.09,0.019,11397070.0,2022-04-25
锡东水厂,2022-04-25 08:00:00,,21.7,8.38,8.02,422.9,61.7,,0.025,0.035,1.1,0.02,13058620.0,2022-04-25
锡东水厂,2022-04-25 12:00:00,Ⅲ,21.9,8.43,8.4,425.9,45.1,2.89,0.025,0.041,1.14,0.008,3218770.0,2022-04-25
锡东水厂,2022-04-25 16:00:00,Ⅲ,22.1,8.5,8.68,424.5,46.4,2.62,0.025,0.037,1.13,0.009,3854220.0,2022-04-25
锡东水厂,2022-04-25 20:00:00,Ⅲ,22.1,8.42,8.32,424.7,44.1,2.64,0.025,0.036,1.08,0.006,2040250.0,2022-04-25
锡东水厂,2022-04-26 00:00:00,Ⅲ,22.0,8.35,7.99,424.3,45.2,2.63,0.025,0.034,1.1,0.008,2489570.0,2022-04-26
锡东水厂,2022-04-26 04:00:00,Ⅲ,22.0,8.39,8.07,420.9,41.9,2.5,0.025,0.032,1.02,0.009,2841750.0,2022-04-26
锡东水厂,2022-04-26 08:00:00,Ⅲ,21.9,8.22,7.7,425.8,43.1,2.5,0.025,0.036,1.09,0.005,2668150.0,2022-04-26
锡东水厂,2022-04-26 12:00:00,Ⅲ,22.0,8.23,7.82,426.5,50.0,2.57,0.025,0.035,1.16,0.007,2856810.0,2022-04-26
锡东水厂,2022-04-26 16:00:00,Ⅲ,22.3,8.3,8.25,429.3,51.3,2.72,0.025,0.037,1.25,0.008,3202280.0,2022-04-26
锡东水厂,2022-04-26 20:00:00,Ⅲ,22.2,8.3,8.51,433.7,49.0,2.68,0.025,0.037,1.27,0.003,1661730.0,2022-04-26
锡东水厂,2022-04-27 00:00:00,Ⅲ,21.9,8.27,8.21,430.7,51.0,2.67,0.025,0.036,1.24,0.004,2688750.0,2022-04-27
锡东水厂,2022-04-27 04:00:00,Ⅲ,21.6,8.3,8.02,424.9,47.0,2.57,0.025,0.033,1.1,0.01,3234560.0,2022-04-27
锡东水厂,2022-04-27 08:00:00,Ⅲ,21.3,8.3,8.19,425.6,50.2,2.57,0.025,0.035,1.08,0.008,3228550.0,2022-04-27
锡东水厂,2022-04-27 12:00:00,Ⅲ,21.9,8.5,8.92,420.6,46.3,2.55,0.025,0.034,0.94,0.009,2892230.0,2022-04-27
锡东水厂,2022-04-27 16:00:00,Ⅳ,22.1,8.61,9.44,421.7,47.9,2.64,0.025,0.059,1.22,0.009,3330540.0,2022-04-27
锡东水厂,2022-04-27 20:00:00,Ⅲ,21.5,8.51,8.97,423.2,49.4,2.74,0.025,0.04,1.02,0.01,3951750.0,2022-04-27
锡东水厂,2022-04-28 00:00:00,Ⅲ,20.8,8.42,8.66,426.0,51.4,2.74,0.025,0.039,1.05,0.011,4706950.0,2022-04-28
锡东水厂,2022-04-28 04:00:00,Ⅲ,20.3,8.39,8.47,422.7,51.4,2.74,0.025,0.035,0.94,0.011,4137870.0,2022-04-28
锡东水厂,2022-04-28 08:00:00,Ⅲ,20.0,8.37,8.54,423.6,50.4,2.57,0.025,0.033,0.97,0.01,4112220.0,2022-04-28
锡东水厂,2022-04-28 12:00:00,Ⅲ,20.3,8.43,9.08,429.8,52.0,2.67,0.025,0.037,1.09,0.01,4128670.0,2022-04-28
锡东水厂,2022-04-28 16:00:00,Ⅲ,20.6,8.54,9.51,430.8,49.0,2.74,0.025,0.034,1.06,0.019,5900330.0,2022-04-28
锡东水厂,2022-04-28 20:00:00,Ⅲ,20.3,8.42,8.91,428.4,48.4,2.8,0.025,0.035,1.06,0.016,5443590.0,2022-04-28
锡东水厂,2022-04-29 00:00:00,Ⅲ,19.7,8.4,8.81,431.3,55.1,2.75,0.025,0.038,1.18,0.013,4777540.0,2022-04-29
锡东水厂,2022-04-29 04:00:00,Ⅲ,19.1,8.32,8.69,430.1,54.5,2.8,0.025,0.038,1.14,0.012,5176340.0,2022-04-29
锡东水厂,2022-04-29 08:00:00,Ⅲ,18.7,8.28,8.54,428.7,55.7,2.68,0.025,0.037,1.05,0.012,5512410.0,2022-04-29
锡东水厂,2022-04-29 12:00:00,Ⅲ,18.6,8.28,8.71,431.7,54.1,2.61,0.025,0.033,1.2,0.014,4314900.0,2022-04-29
锡东水厂,2022-04-29 16:00:00,Ⅲ,18.7,8.38,9.13,426.9,46.0,2.47,0.025,0.029,1.07,0.007,3216800.0,2022-04-29
锡东水厂,2022-04-29 20:00:00,Ⅲ,18.7,8.43,9.35,423.1,47.6,2.48,0.025,0.032,1.04,0.006,3223900.0,2022-04-29
锡东水厂,2022-04-30 00:00:00,Ⅲ,18.4,8.42,9.22,421.4,48.7,2.54,0.025,0.032,0.99,0.013,5385980.0,2022-04-30
锡东水厂,2022-04-30 04:00:00,Ⅲ,18.1,8.35,9.03,421.8,50.2,2.47,0.025,0.033,1.0,0.011,5171070.0,2022-04-30
锡东水厂,2022-04-30 08:00:00,,17.9,8.31,8.97,422.8,50.1,2.42,,0.033,1.02,0.008,4328730.0,2022-04-30
锡东水厂,2022-04-30 12:00:00,Ⅲ,18.1,8.39,9.35,422.3,51.7,2.49,0.025,0.032,1.02,0.009,11597780.0,2022-04-30
锡东水厂,2022-04-30 16:00:00,Ⅲ,18.3,8.41,9.39,422.7,53.2,2.52,0.025,0.033,1.01,0.009,4681860.0,2022-04-30
锡东水厂,2022-04-30 20:00:00,Ⅲ,18.2,8.46,9.6,424.3,56.9,2.6,0.025,0.033,1.05,0.008,4349900.0,2022-04-30
锡东水厂,2022-05-01 00:00:00,Ⅲ,18.0,8.37,9.43,427.9,53.3,2.6,0.025,0.035,1.18,0.005,3501930.0,2022-05-01
锡东水厂,2022-05-01 04:00:00,Ⅲ,17.8,8.27,8.95,427.8,55.0,2.53,0.025,0.032,1.19,0.004,3182070.0,2022-05-01
锡东水厂,2022-05-01 08:00:00,Ⅲ,17.7,8.26,8.95,425.9,52.1,2.43,0.025,0.03,1.05,0.004,3909810.0,2022-05-01
锡东水厂,2022-05-01 12:00:00,,18.3,8.4,9.59,429.8,49.7,2.6,,0.033,1.22,0.01,5805570.0,2022-05-01
锡东水厂,2022-05-01 16:00:00,Ⅲ,19.0,8.59,10.36,426.8,53.6,2.67,0.025,0.033,1.24,0.012,6285320.0,2022-05-01
锡东水厂,2022-05-01 20:00:00,Ⅲ,18.8,8.48,9.88,426.4,54.8,2.55,0.025,0.035,1.21,0.01,6148330.0,2022-05-01
锡东水厂,2022-05-02 00:00:00,Ⅲ,18.6,8.49,9.72,413.5,55.7,2.54,0.025,0.031,1.06,0.012,6754260.0,2022-05-02
锡东水厂,2022-05-02 04:00:00,Ⅲ,18.2,8.39,9.36,424.4,56.5,2.55,0.025,0.033,1.2,0.012,6754260.0,2022-05-02
锡东水厂,2022-05-02 08:00:00,Ⅲ,18.3,8.43,9.51,422.2,57.0,2.54,0.025,0.034,1.17,0.012,6754260.0,2022-05-02
锡东水厂,2022-05-02 12:00:00,Ⅲ,19.0,8.5,9.81,427.4,58.2,2.61,0.025,0.032,1.23,0.012,6754260.0,2022-05-02
锡东水厂,2022-05-02 16:00:00,Ⅲ,19.7,8.51,9.77,424.6,72.1,2.72,0.025,0.035,1.27,0.012,6754260.0,2022-05-02
锡东水厂,2022-05-02 20:00:00,Ⅲ,20.0,8.63,10.21,417.4,51.2,2.53,0.025,0.029,1.05,0.012,6754260.0,2022-05-02
锡东水厂,2022-05-03 00:00:00,Ⅲ,19.7,8.53,9.72,419.3,51.4,2.49,0.025,0.03,1.05,0.012,6754260.0,2022-05-03
锡东水厂,2022-05-03 04:00:00,Ⅲ,19.5,8.45,9.35,420.9,53.4,2.54,0.025,0.031,1.09,0.012,6754260.0,2022-05-03
锡东水厂,2022-05-03 08:00:00,Ⅲ,19.6,8.43,9.22,421.2,51.8,2.42,0.025,0.03,1.06,0.012,6754260.0,2022-05-03
锡东水厂,2022-05-03 12:00:00,Ⅲ,20.0,8.41,9.29,420.9,59.4,2.66,0.025,0.043,1.17,0.01,3274420.0,2022-05-03
锡东水厂,2022-05-05 04:00:00,Ⅲ,21.5,8.46,8.67,414.7,48.2,2.36,0.025,0.034,0.89,0.007,2311010.0,2022-05-05
锡东水厂,2022-05-05 08:00:00,Ⅲ,21.4,8.39,8.41,414.8,54.2,2.17,0.025,0.032,0.9,0.005,2658020.0,2022-05-05
锡东水厂,2022-05-05 12:00:00,Ⅲ,21.8,8.41,8.61,414.1,52.7,2.3,0.025,0.03,0.92,0.004,1758660.0,2022-05-05
锡东水厂,2022-05-05 16:00:00,Ⅲ,22.5,8.52,9.04,413.8,46.9,2.29,0.025,0.03,0.89,0.003,1481520.0,2022-05-05
锡东水厂,2022-05-05 20:00:00,Ⅲ,23.4,8.49,8.76,414.2,43.9,2.23,0.025,0.032,0.87,0.003,1746120.0,2022-05-05
锡东水厂,2022-05-06 00:00:00,Ⅲ,22.8,8.39,8.35,415.0,55.2,2.35,0.025,0.036,0.94,0.003,1876720.0,2022-05-06
锡东水厂,2022-05-06 04:00:00,Ⅲ,22.4,8.28,7.93,415.3,53.7,2.31,0.025,0.039,0.95,0.003,1991990.0,2022-05-06
锡东水厂,2022-05-06 08:00:00,Ⅲ,22.4,8.25,7.93,415.5,54.0,2.3,0.025,0.033,0.94,0.003,1828350.0,2022-05-06
锡东水厂,2022-05-06 12:00:00,Ⅲ,22.8,8.27,7.82,416.3,60.1,2.31,0.025,0.035,0.95,0.003,2314110.0,2022-05-06
锡东水厂,2022-05-06 16:00:00,Ⅲ,23.4,8.21,7.69,416.1,56.9,2.28,0.025,0.035,0.93,0.004,1843870.0,2022-05-06
锡东水厂,2022-05-06 20:00:00,Ⅲ,23.8,8.26,7.87,416.2,54.4,2.3,0.025,0.032,0.9,0.003,1602090.0,2022-05-06
锡东水厂,2022-05-07 00:00:00,Ⅲ,23.0,8.0,6.71,418.3,65.1,2.3,0.025,0.037,0.98,0.003,1935470.0,2022-05-07
锡东水厂,2022-05-07 04:00:00,Ⅲ,23.1,8.07,6.8,417.8,64.4,2.3,0.025,0.036,0.98,0.004,2578060.0,2022-05-07
锡东水厂,2022-05-07 08:00:00,Ⅲ,23.3,8.25,7.7,416.4,50.0,2.12,0.025,0.037,0.95,0.003,2674380.0,2022-05-07
锡东水厂,2022-05-07 12:00:00,Ⅲ,24.2,8.27,7.81,416.2,52.1,2.25,0.025,0.036,0.94,0.003,2649260.0,2022-05-07
锡东水厂,2022-05-07 16:00:00,Ⅲ,24.6,8.31,7.84,416.9,60.0,2.16,0.025,0.035,0.94,0.004,3731870.0,2022-05-07
锡东水厂,2022-05-07 20:00:00,Ⅲ,23.9,8.33,7.94,417.5,65.9,2.36,0.025,0.039,1.01,0.005,3506690.0,2022-05-07
锡东水厂,2022-05-08 00:00:00,Ⅲ,23.4,8.23,7.68,418.3,61.1,2.31,0.025,0.039,0.98,0.005,4143420.0,2022-05-08
锡东水厂,2022-05-08 04:00:00,Ⅲ,22.9,8.22,7.65,419.0,67.6,2.3,0.025,0.039,0.99,0.007,5316760.0,2022-05-08
锡东水厂,2022-05-08 08:00:00,Ⅲ,22.7,8.24,7.75,419.0,66.7,2.24,0.025,0.039,0.98,0.007,5770010.0,2022-05-08
锡东水厂,2022-05-08 12:00:00,Ⅲ,23.2,8.3,8.06,419.6,62.1,2.24,0.025,0.037,0.93,0.007,5963990.0,2022-05-08
锡东水厂,2022-05-08 16:00:00,Ⅲ,23.6,8.28,7.94,419.6,59.4,2.23,0.025,0.039,0.94,0.01,8013140.0,2022-05-08
锡东水厂,2022-05-08 20:00:00,Ⅲ,24.0,8.49,8.59,419.3,57.1,2.28,0.025,0.041,0.91,0.011,7467140.0,2022-05-08
锡东水厂,2022-05-09 00:00:00,Ⅲ,23.0,8.38,8.08,420.2,60.5,2.29,0.025,0.038,0.94,0.011,10029000.0,2022-05-09
锡东水厂,2022-05-09 04:00:00,Ⅲ,22.3,8.29,7.98,421.5,61.8,2.29,0.025,0.038,0.92,0.011,9916790.0,2022-05-09
